Clone,Main Source,Growth Condition,Well,Harmonic Mean,Growth Cond. Classification
RS21PM2,Sulfur,DL-Alpha-amino-n-Butyrate: 0.2%,F5,0.5800693203,Class B
RS21PM2,Sulfur,Sodium-Thio-sulfate: 0.3%,F6,0.8610409689,Class A
RS21PM2,Sulfur,DL-Ethionine: 0.3%,F7,0.4936375978,Class C
RS21PM2,Sulfur,N-acetyl-DL-methionine: 0.3%,F8,0.6489226007,Class B
RS21PM2,Sulfur,Methane-Sulfonate: 0.3%,F9,0.8302857447,Class A
RS21PM2,Sulfur,Gamma-Amino-n-Butyrate: 0.2%,F10,0.8701858183,Class A
RS21PM2,Sulfur,Taurine: 0.3%,F11,0.8388624425,Class A
RS21PM2,Sulfur,N-Acetyl-L-Cysteine: 0.3%,F12,0.3773730708,Class C
RS21PM2,Phosphorus,Blank1: 0%,G1,0.2761218189,Class D
RS21PM2,Phosphorus,Blank3: 0%,G2,0.2631483092,Class D
RS21PM2,Phosphorus,Blank5: 0%,G3,0.2684949148,Class D
RS21PM2,Phosphorus,Blank7: 0%,G4,0.2658384913,Class D
RS21PM2,Phosphorus,Blank9: 0%,G5,0.2593573521,Class D
RS21PM2,Phosphorus,Blank11: 0%,G6,0.2589803466,Class D
RS21PM2,Phosphorus,Blank14: 0%,G7,0.2571917739,Class D
RS21PM2,Phosphorus,Blank17: 0%,G8,0.2573199556,Class D
RS21PM2,Phosphorus,Blank20: 0%,G9,0.2569776226,Class D
RS21PM2,Phosphorus,Blank23: 0%,G10,0.2636511211,Class D
RS21PM2,Phosphorus,Blank26: 0%,G11,0.2699912235,Class D
RS21PM2,Phosphorus,Blank30: 0%,G12,0.2608424082,Class D
RS21PM2,Phosphorus,Negative Control2: 0%,H1,0.2726430219,Class D
RS21PM2,Phosphorus,Diethyl-Dithio-phosphate: 0.3%,H2,0.5529416464,Class B
RS21PM2,Phosphorus,D-Glucose-6-phosphate: 0.3%,H3,0.8098468639,Class A
RS21PM2,Phosphorus,Adenosine-5-monophosphate: 0.3%,H4,0.7098916796,Class B
RS21PM2,Phosphorus,Sodium-Pyro-phosphate: 0.3%,H5,0.2518832776,Class D
RS21PM2,Phosphorus,Sodium-Thio-phosphate: 0.3%,H6,0.7345544152,Class B
RS21PM2,Phosphorus,Potassium-phosphate: 0.3%,H7,0.8631738537,Class A
RS21PM2,Phosphorus,DL-Alpha-glycero-phosphate: 0.3%,H8,0.3441613721,Class C
RS21PM2,Phosphorus,Creatine-phosphate: 0.3%,H9,0.7695964442,Class A
RS21PM2,Phosphorus,Beta-Glycero-phosphate: 0.3%,H10,0.3003300735,Class D
RS21PM2,Phosphorus,Blank27: 0%,H11,0.2730001986,Class D
RS21PM2,Phosphorus,Blank31: 0%,H12,0.2639607419,Class D
RS22PM2,Nitrogen,L-Glutamate: 0.3%,A1,0.6039238343,Class B
RS22PM2,Nitrogen,L-Asparagine: 0.3%,A2,0.9945807869,Class A
RS22PM2,Nitrogen,L-Alanine: 0.3%,A3,0.7058063576,Class B
RS22PM2,Nitrogen,L-Methione: 0.2%,A4,0.4366185234,Class C
RS22PM2,Nitrogen,Positive Control: 0%,A5,1.1239128936,Class A
RS22PM2,Nitrogen,L-Glutamine: 0.3%,A6,0.9923489951,Class A
RS22PM2,Nitrogen,L-Cysteine: 0.3%,A7,0.5145952381,Class B
RS22PM2,Nitrogen,L-Serine: 0.3%,A8,1.0162519772,Class A
RS22PM2,Nitrogen,L-Threonine: 0.2%,A9,0.4451447489,Class C
RS22PM2,Nitrogen,L-Leucine: 0.3%,A10,0.2981814838,Class D
RS22PM2,Nitrogen,L-Lysine: 0.3%,A11,0.4862307461,Class C
RS22PM2,Nitrogen,Negative Control: 0%,A12,0.2969875794,Class D
RS22PM2,Nitrogen,D-Glutamate: 0.3%,B1,0.2747422726,Class D
RS22PM2,Nitrogen,D-Asparagine: 0.3%,B2,0.3985845193,Class C
RS22PM2,Nitrogen,D-Alanine: 0.3%,B3,0.6733547253,Class B
RS22PM2,Nitrogen,L-Tryptophan: 0.2%,B4,0.3301175145,Class C
RS22PM2,Nitrogen,D-Asparate: 0.3%,B5,0.9438762326,Class A
RS22PM2,Nitrogen,L-Phenyl-alanine: 0.3%,B6,0.4171472443,Class C
RS22PM2,Nitrogen,D-Cysteine: 0.3%,B7,0.3170640988,Class D
RS22PM2,Nitrogen,D-Serine: 0.3%,B8,0.6687717477,Class B
RS22PM2,Nitrogen,L-Valine: 0.2%,B9,0.3877659234,Class C
RS22PM2,Nitrogen,L-Isoleucine: 0.2%,B10,0.4063608859,Class C
RS22PM2,Nitrogen,Tyrosine: 0.3%,B11,0.4078580653,Class C
RS22PM2,Nitrogen,L-Citrulline: 0.3%,B12,0.4162757192,Class C
RS22PM2,Nitrogen,L-Ornithine: 0.3%,C1,0.6471122809,Class B
RS22PM2,Nitrogen,Putrescine: 0.3%,C2,0.5090565033,Class B
RS22PM2,Nitrogen,D-Glucosamine: 0.3%,C3,0.2773802141,Class D
RS22PM2,Nitrogen,2-Deoxy-D-Ribose: 0.3%,C4,0.3425613409,Class C
RS22PM2,Nitrogen,Thymidine: 0.3%,C5,0.3596265555,Class C
RS22PM2,Nitrogen,Acetamide: 0.3%,C6,0.3095272174,Class D
RS22PM2,Nitrogen,Blank12: 0%,C7,0.3880512238,Class C
RS22PM2,Nitrogen,Blank15: 0%,C8,0.3933389963,Class C
RS22PM2,Nitrogen,Blank18: 0%,C9,0.3938162209,Class C
RS22PM2,Nitrogen,Blank21: 0%,C10,0.379096221,Class C
RS22PM2,Nitrogen,Blank24: 0%,C11,0.3453540167,Class C
RS22PM2,Nitrogen,Blank28: 0%,C12,0.3001520685,Class D
RS22PM2,Sulfur,Negative Control1: 0%,D1,1.2242591013,Class A
RS22PM2,Sulfur,Blank2: 0%,D2,1.2527122157,Class A
RS22PM2,Sulfur,Blank4: 0%,D3,1.2259044531,Class A
RS22PM2,Sulfur,Blank6: 0%,D4,1.2122603473,Class A
RS22PM2,Sulfur,Blank8: 0%,D5,1.267893418,Class A
RS22PM2,Sulfur,Blank10: 0%,D6,1.2517065907,Class A
RS22PM2,Sulfur,Blank13: 0%,D7,1.2299451511,Class A
RS22PM2,Sulfur,Blank16: 0%,D8,1.1994088172,Class A
RS22PM2,Sulfur,Blank19: 0%,D9,1.189252059,Class A
RS22PM2,Sulfur,Blank22: 0%,D10,1.2893717048,Class A
RS22PM2,Sulfur,Blank25: 0%,D11,1.2120108435,Class A
RS22PM2,Sulfur,Blank29: 0%,D12,1.1418080888,Class A
RS22PM2,Sulfur,L-Methionine: 0.3%,E1,1.2096197248,Class A
RS22PM2,Sulfur,L-Cysteine: 0.3%,E2,0.8683923987,Class A
RS22PM2,Sulfur,L-Cysteate: 0.3%,E3,0.582267576,Class B
RS22PM2,Sulfur,Glutathione: 0.2%,E4,0.568724264,Class B
RS22PM2,Sulfur,Thiourea: 0.3%,E5,1.2276305221,Class A
RS22PM2,Sulfur,L-Djenkolate: 0.3%,E6,1.1839998226,Class A
RS22PM2,Sulfur,Acetyl-Cysteine: 0.3%,E7,0.5522967345,Class B
RS22PM2,Sulfur,1-Butane-Sulfonate: 0.3%,E8,1.1549561962,Class A
RS22PM2,Sulfur,Taurocholate: 0.3%,E9,0.6607961349,Class B
RS22PM2,Sulfur,Potassium-Tetra-Thionate: 0.3%,E10,0.7665073816,Class A
RS22PM2,Sulfur,Magnesium-Sulfate: 0.3%,E11,1.3333773142,Class A
RS22PM2,Sulfur,Diethyl-Dithio-phosphate: 0.3%,E12,0.9942491793,Class A
RS22PM2,Sulfur,D-Methionine: 0.2%,F1,0.9866977556,Class A
RS22PM2,Sulfur,D-Cysteine: 0.3%,F2,0.4300522647,Class C
RS22PM2,Sulfur,Isethionate: 0.3%,F3,1.3107232568,Class A
RS22PM2,Sulfur,Sulfanate: 0.2%,F4,0.5804666641,Class B
RS22PM2,Sulfur,DL-Alpha-amino-n-Butyrate: 0.2%,F5,0.6182421293,Class B
RS22PM2,Sulfur,Sodium-Thio-sulfate: 0.3%,F6,1.3017998464,Class A
RS22PM2,Sulfur,DL-Ethionine: 0.3%,F7,0.8324607674,Class A
RS22PM2,Sulfur,N-acetyl-DL-methionine: 0.3%,F8,0.6413917664,Class B
RS22PM2,Sulfur,Methane-Sulfonate: 0.3%,F9,1.3342472022,Class A
RS22PM2,Sulfur,Gamma-Amino-n-Butyrate: 0.2%,F10,1.3573893141,Class A
RS22PM2,Sulfur,Taurine: 0.3%,F11,1.2356019487,Class A
RS22PM2,Sulfur,N-Acetyl-L-Cysteine: 0.3%,F12,0.5065283897,Class B
RS22PM2,Phosphorus,Blank1: 0%,G1,0.3427860853,Class C
RS22PM2,Phosphorus,Blank3: 0%,G2,0.377210252,Class C
RS22PM2,Phosphorus,Blank5: 0%,G3,0.3833352336,Class C
RS22PM2,Phosphorus,Blank7: 0%,G4,0.3327996724,Class C
RS22PM2,Phosphorus,Blank9: 0%,G5,0.3293055545,Class C
RS22PM2,Phosphorus,Blank11: 0%,G6,0.346330413,Class C
RS22PM2,Phosphorus,Blank14: 0%,G7,0.4197477928,Class C
RS22PM2,Phosphorus,Blank17: 0%,G8,0.3805744882,Class C
RS22PM2,Phosphorus,Blank20: 0%,G9,0.341484121,Class C
RS22PM2,Phosphorus,Blank23: 0%,G10,0.3717447845,Class C
RS22PM2,Phosphorus,Blank26: 0%,G11,0.351370137,Class C
RS22PM2,Phosphorus,Blank30: 0%,G12,0.3316154806,Class C
RS22PM2,Phosphorus,Negative Control2: 0%,H1,0.3806302882,Class C
RS22PM2,Phosphorus,Diethyl-Dithio-phosphate: 0.3%,H2,0.7332130134,Class B
RS22PM2,Phosphorus,D-Glucose-6-phosphate: 0.3%,H3,0.9758776549,Class A
RS22PM2,Phosphorus,Adenosine-5-monophosphate: 0.3%,H4,1.1790467724,Class A
RS22PM2,Phosphorus,Sodium-Pyro-phosphate: 0.3%,H5,1.433937122,Class A
RS22PM2,Phosphorus,Sodium-Thio-phosphate: 0.3%,H6,1.2179373192,Class A
RS22PM2,Phosphorus,Potassium-phosphate: 0.3%,H7,1.5652924989,Class A
RS22PM2,Phosphorus,DL-Alpha-glycero-phosphate: 0.3%,H8,1.3646439059,Class A
RS22PM2,Phosphorus,Creatine-phosphate: 0.3%,H9,1.2928692575,Class A
RS22PM2,Phosphorus,Beta-Glycero-phosphate: 0.3%,H10,1.2437634451,Class A
RS22PM2,Phosphorus,Blank27: 0%,H11,0.3401440939,Class C
RS22PM2,Phosphorus,Blank31: 0%,H12,0.3404095863,Class C
RS2PM2,Nitrogen,L-Glutamate: 0.3%,A1,0.4153401853,Class C
RS2PM2,Nitrogen,L-Asparagine: 0.3%,A2,0.7313248525,Class B
RS2PM2,Nitrogen,L-Alanine: 0.3%,A3,0.374514614,Class C
RS2PM2,Nitrogen,L-Methione: 0.2%,A4,0.4191569105,Class C
RS2PM2,Nitrogen,Positive Control: 0%,A5,0.4431379066,Class C
RS2PM2,Nitrogen,L-Glutamine: 0.3%,A6,0.4345726016,Class C
RS2PM2,Nitrogen,L-Cysteine: 0.3%,A7,0.3068819514,Class D
RS2PM2,Nitrogen,L-Serine: 0.3%,A8,0.2840714686,Class D
RS2PM2,Nitrogen,L-Threonine: 0.2%,A9,0.3219881625,Class C
RS2PM2,Nitrogen,L-Leucine: 0.3%,A10,0.3924908054,Class C
RS2PM2,Nitrogen,L-Lysine: 0.3%,A11,0.2777390426,Class D
RS2PM2,Nitrogen,Negative Control: 0%,A12,0.264300163,Class D
RS2PM2,Nitrogen,D-Glutamate: 0.3%,B1,0.3688562858,Class C
RS2PM2,Nitrogen,D-Asparagine: 0.3%,B2,0.3569844562,Class C
RS2PM2,Nitrogen,D-Alanine: 0.3%,B3,0.3664912468,Class C
RS2PM2,Nitrogen,L-Tryptophan: 0.2%,B4,0.4485486602,Class C
RS2PM2,Nitrogen,D-Asparate: 0.3%,B5,0.3688032806,Class C
RS2PM2,Nitrogen,L-Phenyl-alanine: 0.3%,B6,0.3537373552,Class C
RS2PM2,Nitrogen,D-Cysteine: 0.3%,B7,0.2324858291,Class D
RS2PM2,Nitrogen,D-Serine: 0.3%,B8,0.3598523661,Class C
RS2PM2,Nitrogen,L-Valine: 0.2%,B9,0.3544789217,Class C
RS2PM2,Nitrogen,L-Isoleucine: 0.2%,B10,0.4443643752,Class C
RS2PM2,Nitrogen,Tyrosine: 0.3%,B11,0.2786938438,Class D
RS2PM2,Nitrogen,L-Citrulline: 0.3%,B12,0.4289769199,Class C
RS2PM2,Nitrogen,L-Ornithine: 0.3%,C1,0.4963571902,Class C
RS2PM2,Nitrogen,Putrescine: 0.3%,C2,0.266192661,Class D
RS2PM2,Nitrogen,D-Glucosamine: 0.3%,C3,0.4025349367,Class C
RS2PM2,Nitrogen,2-Deoxy-D-Ribose: 0.3%,C4,0.2908911084,Class D
RS2PM2,Nitrogen,Thymidine: 0.3%,C5,0.2691709701,Class D
RS2PM2,Nitrogen,Acetamide: 0.3%,C6,0.3738371985,Class C
RS2PM2,Nitrogen,Blank12: 0%,C7,0.2758781621,Class D
RS2PM2,Nitrogen,Blank15: 0%,C8,0.2635740088,Class D
RS2PM2,Nitrogen,Blank18: 0%,C9,0.2790744819,Class D
RS2PM2,Nitrogen,Blank21: 0%,C10,0.2699680507,Class D
RS2PM2,Nitrogen,Blank24: 0%,C11,0.2640117043,Class D
RS2PM2,Nitrogen,Blank28: 0%,C12,0.2642986965,Class D
RS2PM2,Sulfur,Negative Control1: 0%,D1,0.4570796386,Class C
RS2PM2,Sulfur,Blank2: 0%,D2,0.4224403524,Class C
RS2PM2,Sulfur,Blank4: 0%,D3,0.4347712256,Class C
RS2PM2,Sulfur,Blank6: 0%,D4,0.549114856,Class B
RS2PM2,Sulfur,Blank8: 0%,D5,0.4273899393,Class C
RS2PM2,Sulfur,Blank10: 0%,D6,0.4298819997,Class C
RS2PM2,Sulfur,Blank13: 0%,D7,0.6168032674,Class B
RS2PM2,Sulfur,Blank16: 0%,D8,0.4177496607,Class C
RS2PM2,Sulfur,Blank19: 0%,D9,0.4125224167,Class C
RS2PM2,Sulfur,Blank22: 0%,D10,0.4153538109,Class C
RS2PM2,Sulfur,Blank25: 0%,D11,0.4518815349,Class C
RS2PM2,Sulfur,Blank29: 0%,D12,0.395172808,Class C
RS2PM2,Sulfur,L-Methionine: 0.3%,E1,0.4539578934,Class C
RS2PM2,Sulfur,L-Cysteine: 0.3%,E2,0.2872780662,Class D
RS2PM2,Sulfur,L-Cysteate: 0.3%,E3,0.3945488034,Class C
RS2PM2,Sulfur,Glutathione: 0.2%,E4,0.2719977606,Class D
RS2PM2,Sulfur,Thiourea: 0.3%,E5,0.3857156139,Class C
RS2PM2,Sulfur,L-Djenkolate: 0.3%,E6,0.3994483994,Class C
RS2PM2,Sulfur,Acetyl-Cysteine: 0.3%,E7,0.281209092,Class D
RS2PM2,Sulfur,1-Butane-Sulfonate: 0.3%,E8,0.3920502006,Class C
RS2PM2,Sulfur,Taurocholate: 0.3%,E9,0.4670522774,Class C
RS2PM2,Sulfur,Potassium-Tetra-Thionate: 0.3%,E10,0.432295552,Class C
RS2PM2,Sulfur,Magnesium-Sulfate: 0.3%,E11,0.4228489931,Class C
RS2PM2,Sulfur,Diethyl-Dithio-phosphate: 0.3%,E12,0.4331101176,Class C
RS2PM2,Sulfur,D-Methionine: 0.2%,F1,0.4957546117,Class C
RS2PM2,Sulfur,D-Cysteine: 0.3%,F2,0.2976580925,Class D
RS2PM2,Sulfur,Isethionate: 0.3%,F3,0.43130214,Class C
RS2PM2,Sulfur,Sulfanate: 0.2%,F4,0.4167709437,Class C
RS2PM2,Sulfur,DL-Alpha-amino-n-Butyrate: 0.2%,F5,0.262079571,Class D
RS2PM2,Sulfur,Sodium-Thio-sulfate: 0.3%,F6,0.5050139656,Class B
RS2PM2,Sulfur,DL-Ethionine: 0.3%,F7,0.3104676648,Class D
RS2PM2,Sulfur,N-acetyl-DL-methionine: 0.3%,F8,0.4315628712,Class C
RS2PM2,Sulfur,Methane-Sulfonate: 0.3%,F9,0.4855626902,Class C
RS2PM2,Sulfur,Gamma-Amino-n-Butyrate: 0.2%,F10,0.3965994756,Class C
RS2PM2,Sulfur,Taurine: 0.3%,F11,0.4292576806,Class C
RS2PM2,Sulfur,N-Acetyl-L-Cysteine: 0.3%,F12,0.3093073322,Class D
RS2PM2,Phosphorus,Blank1: 0%,G1,0.3040096821,Class D
RS2PM2,Phosphorus,Blank3: 0%,G2,0.2920256392,Class D
RS2PM2,Phosphorus,Blank5: 0%,G3,0.2875530993,Class D
RS2PM2,Phosphorus,Blank7: 0%,G4,0.3048079491,Class D
RS2PM2,Phosphorus,Blank9: 0%,G5,0.2976218096,Class D
RS2PM2,Phosphorus,Blank11: 0%,G6,0.3028507441,Class D
RS2PM2,Phosphorus,Blank14: 0%,G7,0.2929750944,Class D
RS2PM2,Phosphorus,Blank17: 0%,G8,0.2737657491,Class D
RS2PM2,Phosphorus,Blank20: 0%,G9,0.2638892109,Class D
RS2PM2,Phosphorus,Blank23: 0%,G10,0.276645114,Class D
RS2PM2,Phosphorus,Blank26: 0%,G11,0.2899070407,Class D
RS2PM2,Phosphorus,Blank30: 0%,G12,0.2738504216,Class D
RS2PM2,Phosphorus,Negative Control2: 0%,H1,0.3319440592,Class C
RS2PM2,Phosphorus,Diethyl-Dithio-phosphate: 0.3%,H2,0.6950541623,Class B
RS2PM2,Phosphorus,D-Glucose-6-phosphate: 0.3%,H3,0.5070945498,Class B
RS2PM2,Phosphorus,Adenosine-5-monophosphate: 0.3%,H4,0.4304245638,Class C
RS2PM2,Phosphorus,Sodium-Pyro-phosphate: 0.3%,H5,0.7568560138,Class A
RS2PM2,Phosphorus,Sodium-Thio-phosphate: 0.3%,H6,0.5379557458,Class B
RS2PM2,Phosphorus,Potassium-phosphate: 0.3%,H7,0.5746768941,Class B
RS2PM2,Phosphorus,DL-Alpha-glycero-phosphate: 0.3%,H8,0.45704861,Class C
RS2PM2,Phosphorus,Creatine-phosphate: 0.3%,H9,1.057679344,Class A
RS2PM2,Phosphorus,Beta-Glycero-phosphate: 0.3%,H10,0.75480395,Class A
RS2PM2,Phosphorus,Blank27: 0%,H11,0.2974640615,Class D
RS2PM2,Phosphorus,Blank31: 0%,H12,0.2937430034,Class D
RS3PM2A,Nitrogen,L-Glutamate: 0.3%,A1,0.5920438959,Class B
RS3PM2A,Nitrogen,L-Asparagine: 0.3%,A2,0.9784499956,Class A
RS3PM2A,Nitrogen,L-Alanine: 0.3%,A3,0.7344674482,Class B
RS3PM2A,Nitrogen,L-Methione: 0.2%,A4,0.5766625212,Class B
RS3PM2A,Nitrogen,Positive Control: 0%,A5,1.2320980352,Class A
RS3PM2A,Nitrogen,L-Glutamine: 0.3%,A6,1.1812981562,Class A
RS3PM2A,Nitrogen,L-Cysteine: 0.3%,A7,0.6697260582,Class B
RS3PM2A,Nitrogen,L-Serine: 0.3%,A8,0.8152779087,Class A
RS3PM2A,Nitrogen,L-Threonine: 0.2%,A9,0.4190420616,Class C
RS3PM2A,Nitrogen,L-Leucine: 0.3%,A10,0.3974543081,Class C
RS3PM2A,Nitrogen,L-Lysine: 0.3%,A11,0.5533544393,Class B
RS3PM2A,Nitrogen,Negative Control: 0%,A12,0.3285300029,Class C
RS3PM2A,Nitrogen,D-Glutamate: 0.3%,B1,0.3641069607,Class C
RS3PM2A,Nitrogen,D-Asparagine: 0.3%,B2,0.3342077591,Class C
RS3PM2A,Nitrogen,D-Alanine: 0.3%,B3,0.8397187511,Class A
RS3PM2A,Nitrogen,L-Tryptophan: 0.2%,B4,0.4958589217,Class C
RS3PM2A,Nitrogen,D-Asparate: 0.3%,B5,0.428711257,Class C
RS3PM2A,Nitrogen,L-Phenyl-alanine: 0.3%,B6,0.4173462517,Class C
RS3PM2A,Nitrogen,D-Cysteine: 0.3%,B7,0.3542104579,Class C
RS3PM2A,Nitrogen,D-Serine: 0.3%,B8,0.8206856747,Class A
RS3PM2A,Nitrogen,L-Valine: 0.2%,B9,0.404368261,Class C
RS3PM2A,Nitrogen,L-Isoleucine: 0.2%,B10,0.407767033,Class C
RS3PM2A,Nitrogen,Tyrosine: 0.3%,B11,0.3527044492,Class C
RS3PM2A,Nitrogen,L-Citrulline: 0.3%,B12,0.4296848362,Class C
RS3PM2A,Nitrogen,L-Ornithine: 0.3%,C1,0.5714878717,Class B
RS3PM2A,Nitrogen,Putrescine: 0.3%,C2,0.3897708819,Class C
RS3PM2A,Nitrogen,D-Glucosamine: 0.3%,C3,0.5076283299,Class B
RS3PM2A,Nitrogen,2-Deoxy-D-Ribose: 0.3%,C4,0.4230473576,Class C
RS3PM2A,Nitrogen,Thymidine: 0.3%,C5,0.5138661744,Class B
RS3PM2A,Nitrogen,Acetamide: 0.3%,C6,0.5771400905,Class B
RS3PM2A,Nitrogen,Blank12: 0%,C7,0.5421394062,Class B
RS3PM2A,Nitrogen,Blank15: 0%,C8,0.5329153045,Class B
RS3PM2A,Nitrogen,Blank18: 0%,C9,0.5528123125,Class B
RS3PM2A,Nitrogen,Blank21: 0%,C10,0.5394550707,Class B
RS3PM2A,Nitrogen,Blank24: 0%,C11,0.5411946964,Class B
RS3PM2A,Nitrogen,Blank28: 0%,C12,0.5570717856,Class B
RS3PM2A,Sulfur,Negative Control1: 0%,D1,1.2275780744,Class A
RS3PM2A,Sulfur,Blank2: 0%,D2,1.1653192278,Class A
RS3PM2A,Sulfur,Blank4: 0%,D3,1.2058081833,Class A
RS3PM2A,Sulfur,Blank6: 0%,D4,1.1412736835,Class A
RS3PM2A,Sulfur,Blank8: 0%,D5,1.1342281977,Class A
RS3PM2A,Sulfur,Blank10: 0%,D6,1.1403515177,Class A
RS3PM2A,Sulfur,Blank13: 0%,D7,1.1063815435,Class A
RS3PM2A,Sulfur,Blank16: 0%,D8,1.1232801079,Class A
RS3PM2A,Sulfur,Blank19: 0%,D9,1.1382035479,Class A
RS3PM2A,Sulfur,Blank22: 0%,D10,1.1784392106,Class A
RS3PM2A,Sulfur,Blank25: 0%,D11,1.1785801172,Class A
RS3PM2A,Sulfur,Blank29: 0%,D12,1.1927963386,Class A
RS3PM2A,Sulfur,L-Methionine: 0.3%,E1,1.3331018319,Class A
RS3PM2A,Sulfur,L-Cysteine: 0.3%,E2,1.2813823633,Class A
RS3PM2A,Sulfur,L-Cysteate: 0.3%,E3,0.927599675,Class A
RS3PM2A,Sulfur,Glutathione: 0.2%,E4,1.0638496561,Class A
RS3PM2A,Sulfur,Thiourea: 0.3%,E5,1.2061027252,Class A
RS3PM2A,Sulfur,L-Djenkolate: 0.3%,E6,1.2801955113,Class A
RS3PM2A,Sulfur,Acetyl-Cysteine: 0.3%,E7,0.8333356422,Class A
RS3PM2A,Sulfur,1-Butane-Sulfonate: 0.3%,E8,1.1880686904,Class A
RS3PM2A,Sulfur,Taurocholate: 0.3%,E9,0.7234987021,Class B
RS3PM2A,Sulfur,Potassium-Tetra-Thionate: 0.3%,E10,1.1387137361,Class A
RS3PM2A,Sulfur,Magnesium-Sulfate: 0.3%,E11,1.1997563832,Class A
RS3PM2A,Sulfur,Diethyl-Dithio-phosphate: 0.3%,E12,1.2522803691,Class A
RS3PM2A,Sulfur,D-Methionine: 0.2%,F1,1.1735810895,Class A
RS3PM2A,Sulfur,D-Cysteine: 0.3%,F2,0.6032944901,Class B
RS3PM2A,Sulfur,Isethionate: 0.3%,F3,1.2845308501,Class A
RS3PM2A,Sulfur,Sulfanate: 0.2%,F4,0.8641844772,Class A
RS3PM2A,Sulfur,DL-Alpha-amino-n-Butyrate: 0.2%,F5,0.7329824148,Class B
RS3PM2A,Sulfur,Sodium-Thio-sulfate: 0.3%,F6,1.1599746576,Class A
RS3PM2A,Sulfur,DL-Ethionine: 0.3%,F7,0.94120595,Class A
RS3PM2A,Sulfur,N-acetyl-DL-methionine: 0.3%,F8,0.9525024248,Class A
RS3PM2A,Sulfur,Methane-Sulfonate: 0.3%,F9,1.2029597557,Class A
RS3PM2A,Sulfur,Gamma-Amino-n-Butyrate: 0.2%,F10,1.1660802456,Class A
RS3PM2A,Sulfur,Taurine: 0.3%,F11,1.2519207248,Class A
RS3PM2A,Sulfur,N-Acetyl-L-Cysteine: 0.3%,F12,0.8446196091,Class A
RS3PM2A,Phosphorus,Blank1: 0%,G1,0.3446690843,Class C
RS3PM2A,Phosphorus,Blank3: 0%,G2,0.3047372399,Class D
RS3PM2A,Phosphorus,Blank5: 0%,G3,0.3270833231,Class C
RS3PM2A,Phosphorus,Blank7: 0%,G4,0.3088718103,Class D
RS3PM2A,Phosphorus,Blank9: 0%,G5,0.3022814491,Class D
RS3PM2A,Phosphorus,Blank11: 0%,G6,0.3014585046,Class D
RS3PM2A,Phosphorus,Blank14: 0%,G7,0.3021293466,Class D
RS3PM2A,Phosphorus,Blank17: 0%,G8,0.3107828564,Class D
RS3PM2A,Phosphorus,Blank20: 0%,G9,0.3116443886,Class D
RS3PM2A,Phosphorus,Blank23: 0%,G10,0.3191736122,Class D
RS3PM2A,Phosphorus,Blank26: 0%,G11,0.3321169755,Class C
RS3PM2A,Phosphorus,Blank30: 0%,G12,0.3348875173,Class C
RS3PM2A,Phosphorus,Negative Control2: 0%,H1,0.3644797414,Class C
RS3PM2A,Phosphorus,Diethyl-Dithio-phosphate: 0.3%,H2,0.6934863392,Class B
RS3PM2A,Phosphorus,D-Glucose-6-phosphate: 0.3%,H3,1.4765039794,Class A
RS3PM2A,Phosphorus,Adenosine-5-monophosphate: 0.3%,H4,1.3694520379,Class A
RS3PM2A,Phosphorus,Sodium-Pyro-phosphate: 0.3%,H5,1.3384903133,Class A
RS3PM2A,Phosphorus,Sodium-Thio-phosphate: 0.3%,H6,1.4506990403,Class A
RS3PM2A,Phosphorus,Potassium-phosphate: 0.3%,H7,1.576459925,Class A
RS3PM2A,Phosphorus,DL-Alpha-glycero-phosphate: 0.3%,H8,1.3267535026,Class A
RS3PM2A,Phosphorus,Creatine-phosphate: 0.3%,H9,1.5035754349,Class A
RS3PM2A,Phosphorus,Beta-Glycero-phosphate: 0.3%,H10,1.5335971964,Class A
RS3PM2A,Phosphorus,Blank27: 0%,H11,0.3267642075,Class C
RS3PM2A,Phosphorus,Blank31: 0%,H12,0.3560027691,Class C
RS3PM2B,Nitrogen,L-Glutamate: 0.3%,A1,0.9376182952,Class A
RS3PM2B,Nitrogen,L-Asparagine: 0.3%,A2,1.2354361674,Class A
RS3PM2B,Nitrogen,L-Alanine: 0.3%,A3,0.6227524028,Class B
RS3PM2B,Nitrogen,L-Methione: 0.2%,A4,0.5761333456,Class B
RS3PM2B,Nitrogen,Positive Control: 0%,A5,1.1442149415,Class A
RS3PM2B,Nitrogen,L-Glutamine: 0.3%,A6,1.1160452615,Class A
RS3PM2B,Nitrogen,L-Cysteine: 0.3%,A7,0.7076230949,Class B
RS3PM2B,Nitrogen,L-Serine: 0.3%,A8,0.9505610315,Class A
RS3PM2B,Nitrogen,L-Threonine: 0.2%,A9,0.4929231199,Class C
RS3PM2B,Nitrogen,L-Leucine: 0.3%,A10,0.4151816147,Class C
RS3PM2B,Nitrogen,L-Lysine: 0.3%,A11,0.6337200699,Class B
RS3PM2B,Nitrogen,Negative Control: 0%,A12,0.4438825098,Class C
RS3PM2B,Nitrogen,D-Glutamate: 0.3%,B1,0.4636117735,Class C
RS3PM2B,Nitrogen,D-Asparagine: 0.3%,B2,0.3898232111,Class C
RS3PM2B,Nitrogen,D-Alanine: 0.3%,B3,0.7877066284,Class A
RS3PM2B,Nitrogen,L-Tryptophan: 0.2%,B4,0.4919841278,Class C
RS3PM2B,Nitrogen,D-Asparate: 0.3%,B5,0.4176315418,Class C
