Clone	Main Source	Growth Condition	Well	Harmonic Mean	Growth Cond. Classification
RS1PM1	Nitrogen	L-Histidine, 0.3%	H1	0.572481105	Class B
RS1PM1	Nitrogen	Thymine, 0.2%	H2	0.4174286547	Class C
RS1PM1	Nitrogen	L-Glutathione, 0.2%	H3	0.5545038768	Class B
RS1PM1	Nitrogen	Allantoin, 0.2%	H4	0.552595156	Class B
RS1PM1	Nitrogen	Adenine, 0.2%	H5	0.5462541188	Class B
RS1PM1	Nitrogen	Glycine, 0.3%	H6	0.7988784504	Class A
RS1PM1	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.4186611481	Class C
RS1PM1	Nitrogen	L-Proline, 0.2%	H8	0.5501048684	Class B
RS1PM1	Nitrogen	D-Methionine, 0.2%	H9	0.3884241829	Class C
RS1PM1	Nitrogen	Cytosine, 0.2%	H10	0.4254010807	Class C
RS1PM1	Nitrogen	D-Valine, 0.2%	H11	0.3416191123	Class C
RS1PM1	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.4317470163	Class C
RS20PM1	Carbon	Propionic Acid, 0.3%	A1	0.3768048119	Class C
RS20PM1	Carbon	L-Glutamate, 0.3%	A2	0.4114582689	Class C
RS20PM1	Carbon	D-Glucose, 0.3%	A3	1.1643382057	Class A
RS20PM1	Carbon	Potasium Sorbate, 0.3%	A4	0.4188086752	Class C
RS20PM1	Carbon	Lactulose, 0.3%	A5	0.4449098967	Class C
RS20PM1	Carbon	Glycerol, 0.3%	A6	0.5917797407	Class B
RS20PM1	Carbon	Myo-Inositol, 0.3%	A7	0.4764912049	Class C
RS20PM1	Carbon	D-Serine, 0.3%	A8	0.4950132143	Class C
RS20PM1	Carbon	D-Galactose, 0.3%	A9	0.6425665442	Class B
RS20PM1	Carbon	Oxalate, 0.2%	A10	0.4536115131	Class C
RS20PM1	Carbon	Malate, 0.3%	A11	0.4254960007	Class C
RS20PM1	Carbon	L-Methionine, 0.2%	A12	0.479669165	Class C
RS20PM1	Carbon	Glycine, 0.3%	B1	0.4167621181	Class C
RS20PM1	Carbon	Negative Control, 0%	B2	0.5307897591	Class B
RS20PM1	Carbon	Quinic Acid, 0.3%	B3	0.5209135736	Class B
RS20PM1	Carbon	Sodium Succinate, 0.3%	B4	0.6402798074	Class B
RS20PM1	Carbon	Dulcitol, 0.3%	B5	0.5538653194	Class B
RS20PM1	Carbon	Alpha-D-Glucose, 0.3%	B6	1.1903561285	Class A
RS20PM1	Carbon	L-Xylose, 0.3%	B7	0.6087475803	Class B
RS20PM1	Carbon	L-Aspartate, 0.2%	B8	0.6032775167	Class B
RS20PM1	Carbon	D-Fructose, 0.3%	B9	0.6442045293	Class B
RS20PM1	Carbon	L-Valine, 0.2%	B10	0.6549762996	Class B
RS20PM1	Carbon	Sodium Pyruvate, 0.3%	B11	0.626250081	Class B
RS20PM1	Carbon	Lactate, 0.3%	B12	0.5650434385	Class B
RS20PM1	Carbon	Citrate, 0.3%	C1	0.3771820433	Class C
RS20PM1	Carbon	D-Mannose, 0.3%	C2	1.0911748041	Class A
RS20PM1	Carbon	L-Serine, 0.3%	C3	0.5791875333	Class B
RS20PM1	Carbon	D-Salicin, 0.3%	C4	0.5902797873	Class B
RS20PM1	Carbon	D-Cellubiose, 0.3%	C5	0.5967716386	Class B
RS20PM1	Carbon	Adonitol, 0.3%	C6	0.6292022544	Class B
RS20PM1	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.1655510779	Class A
RS20PM1	Carbon	L-Sorbose, 0.3%	C8	0.6746970329	Class B
RS20PM1	Carbon	D-Arabitol, 0.3%	C9	0.6783041057	Class B
RS20PM1	Carbon	L-Lysine, 0.3%	C10	0.6875716785	Class B
RS20PM1	Carbon	D-Trehalose, 0.3%	C11	0.7873821583	Class A
RS20PM1	Carbon	Acetate, 0.3%	C12	0.6008766942	Class B
RS20PM1	Carbon	L-Alanine, 0.3%	D1	0.4090540052	Class C
RS20PM1	Carbon	L-Arabinose, 0.3%	D2	0.5341761944	Class B
RS20PM1	Carbon	L-Threonine, 0.3%	D3	0.5800812631	Class B
RS20PM1	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.5543538236	Class B
RS20PM1	Carbon	D-Ribose, 0.3%	D5	0.5976411076	Class B
RS20PM1	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.6305054137	Class B
RS20PM1	Carbon	D-Alanine, 0.3%	D7	0.6580955721	Class B
RS20PM1	Carbon	L-Fucose, 0.3%	D8	0.7041094255	Class B
RS20PM1	Carbon	L-Asparagine, 0.2%	D9	0.6949161537	Class B
RS20PM1	Carbon	L-Leucine, 0.3%	D10	0.695617717	Class B
RS20PM1	Carbon	D-Aspartate, 0.2%	D11	0.6637907693	Class B
RS20PM1	Carbon	Inosine, 0.3%	D12	0.5487924435	Class B
RS20PM1	Carbon	Thymidine, 0.3%	E1	0.5716688483	Class B
RS20PM1	Carbon	Sucrose, 0.3%	E2	0.6031797126	Class B
RS20PM1	Carbon	D-Xylose, 0.3%	E3	0.9515692964	Class A
RS20PM1	Carbon	L-Cysteine, 0.3%	E4	0.6032863848	Class B
RS20PM1	Carbon	Alpha-D-Lactose, 0.3%	E5	0.6098886447	Class B
RS20PM1	Carbon	D-Raffinose, 0.3%	E6	0.6347375258	Class B
RS20PM1	Carbon	D-Asparagine, 0.3%	E7	0.655304191	Class B
RS20PM1	Carbon	i-Erythritol, 0.3%	E8	0.665077007	Class B
RS20PM1	Carbon	D-Cysteine, 0.3%	E9	0.6341546273	Class B
RS20PM1	Carbon	L-Isoleucine, 0.2%	E10	0.6929122558	Class B
RS20PM1	Carbon	L-Cysteate, 0.3%	E11	0.6312515497	Class B
RS20PM1	Carbon	Adenosine, 0.2%	E12	0.5751686548	Class B
RS20PM1	Carbon	Xylitol, 0.3%	F1	0.3998330762	Class C
RS20PM1	Carbon	L-Glutamine, 0.3%	F2	0.5240396677	Class B
RS20PM1	Carbon	L-Rhamnose, 0.3%	F3	0.5593281865	Class B
RS20PM1	Carbon	Putrescine, 0.3%	F4	0.5775508539	Class B
RS20PM1	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.5934023659	Class B
RS20PM1	Carbon	L-Arabitol, 0.3%	F6	0.6225553609	Class B
RS20PM1	Carbon	D-Glucosamine, 0.3%	F7	0.7884187463	Class A
RS20PM1	Carbon	L-Phenylalanine, 0.3%	F8	0.641922805	Class B
RS20PM1	Carbon	D-Glutamate, 0.2%	F9	0.6189995501	Class B
RS20PM1	Carbon	D-Arabinose, 0.3%	F10	0.6705992479	Class B
RS20PM1	Carbon	L-Tryptophan, 0.2%	F11	0.7222814947	Class B
RS20PM1	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.5886244783	Class B
RS20PM1	Nitrogen	Negative Control, 0%	G1	0.4614270377	Class C
RS20PM1	Nitrogen	Tyramine, 0.2%	G2	0.4350293148	Class C
RS20PM1	Nitrogen	Uridine, 0.3%	G3	0.515214656	Class B
RS20PM1	Nitrogen	Inosine, 0.3%	G4	0.4499994749	Class C
RS20PM1	Nitrogen	Histamine, 0.3%	G5	0.4806030769	Class C
RS20PM1	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.544293407	Class B
RS20PM1	Nitrogen	Cytidine, 0.3%	G7	1.2963410334	Class A
RS20PM1	Nitrogen	Adenosine, 0.2%	G8	0.5179453521	Class B
RS20PM1	Nitrogen	L-Arginine, 0.2%	G9	0.5144849467	Class B
RS20PM1	Nitrogen	Thiourea, 0.3%	G10	0.5368634498	Class B
RS20PM1	Nitrogen	Biuret, 0.2%	G11	0.5993228742	Class B
RS20PM1	Nitrogen	Guanidine, 0.3%	G12	0.5532097282	Class B
RS20PM1	Nitrogen	L-Histidine, 0.3%	H1	0.3532695214	Class C
RS20PM1	Nitrogen	Thymine, 0.2%	H2	0.4320305244	Class C
RS20PM1	Nitrogen	L-Glutathione, 0.2%	H3	0.6201529846	Class B
RS20PM1	Nitrogen	Allantoin, 0.2%	H4	0.3721920315	Class C
RS20PM1	Nitrogen	Adenine, 0.2%	H5	0.3780452865	Class C
RS20PM1	Nitrogen	Glycine, 0.3%	H6	0.5638905241	Class B
RS20PM1	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.4037128933	Class C
RS20PM1	Nitrogen	L-Proline, 0.2%	H8	0.432236008	Class C
RS20PM1	Nitrogen	D-Methionine, 0.2%	H9	0.3980491411	Class C
RS20PM1	Nitrogen	Cytosine, 0.2%	H10	0.3937240584	Class C
RS20PM1	Nitrogen	D-Valine, 0.2%	H11	0.4416139516	Class C
RS20PM1	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.3472385255	Class C
RS21PM1	Carbon	Propionic Acid, 0.3%	A1	0.2388264032	Class D
RS21PM1	Carbon	L-Glutamate, 0.3%	A2	0.2908438803	Class D
RS21PM1	Carbon	D-Glucose, 0.3%	A3	0.8695442744	Class A
RS21PM1	Carbon	Potasium Sorbate, 0.3%	A4	0.2764116944	Class D
RS21PM1	Carbon	Lactulose, 0.3%	A5	0.2693774869	Class D
RS21PM1	Carbon	Glycerol, 0.3%	A6	0.7242286832	Class B
RS21PM1	Carbon	Myo-Inositol, 0.3%	A7	0.4188765866	Class C
RS21PM1	Carbon	D-Serine, 0.3%	A8	0.453883911	Class C
RS21PM1	Carbon	D-Galactose, 0.3%	A9	0.7574452092	Class A
RS21PM1	Carbon	Oxalate, 0.2%	A10	0.2007812332	Class D
RS21PM1	Carbon	Malate, 0.3%	A11	0.4217540848	Class C
RS21PM1	Carbon	L-Methionine, 0.2%	A12	0.2159341324	Class D
RS21PM1	Carbon	Glycine, 0.3%	B1	0.2681034291	Class D
RS21PM1	Carbon	Negative Control, 0%	B2	0.2894628475	Class D
RS21PM1	Carbon	Quinic Acid, 0.3%	B3	0.3275366139	Class C
RS21PM1	Carbon	Sodium Succinate, 0.3%	B4	0.5782024609	Class B
RS21PM1	Carbon	Dulcitol, 0.3%	B5	0.2864172673	Class D
RS21PM1	Carbon	Alpha-D-Glucose, 0.3%	B6	0.8435486113	Class A
RS21PM1	Carbon	L-Xylose, 0.3%	B7	0.2539481501	Class D
RS21PM1	Carbon	L-Aspartate, 0.2%	B8	0.2630439266	Class D
RS21PM1	Carbon	D-Fructose, 0.3%	B9	0.9306644012	Class A
RS21PM1	Carbon	L-Valine, 0.2%	B10	0.2545774763	Class D
RS21PM1	Carbon	Sodium Pyruvate, 0.3%	B11	0.5032018366	Class B
RS21PM1	Carbon	Lactate, 0.3%	B12	0.3023893783	Class D
RS21PM1	Carbon	Citrate, 0.3%	C1	0.2262287146	Class D
RS21PM1	Carbon	D-Mannose, 0.3%	C2	0.909172126	Class A
RS21PM1	Carbon	L-Serine, 0.3%	C3	0.405267574	Class C
RS21PM1	Carbon	D-Salicin, 0.3%	C4	0.8065479651	Class A
RS21PM1	Carbon	D-Cellubiose, 0.3%	C5	0.3306437802	Class C
RS21PM1	Carbon	Adonitol, 0.3%	C6	0.7262018785	Class B
RS21PM1	Carbon	D-Glucose-6-phosphate, 0.3%	C7	0.7714474628	Class A
RS21PM1	Carbon	L-Sorbose, 0.3%	C8	0.2757640495	Class D
RS21PM1	Carbon	D-Arabitol, 0.3%	C9	0.7023574721	Class B
RS21PM1	Carbon	L-Lysine, 0.3%	C10	0.2733003835	Class D
RS21PM1	Carbon	D-Trehalose, 0.3%	C11	0.9957059635	Class A
RS21PM1	Carbon	Acetate, 0.3%	C12	0.2317111485	Class D
RS21PM1	Carbon	L-Alanine, 0.3%	D1	0.3159526597	Class D
RS21PM1	Carbon	L-Arabinose, 0.3%	D2	0.8174473699	Class A
RS21PM1	Carbon	L-Threonine, 0.3%	D3	0.379743051	Class C
RS21PM1	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.3297160447	Class C
RS21PM1	Carbon	D-Ribose, 0.3%	D5	0.6748747299	Class B
RS21PM1	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.30008985	Class D
RS21PM1	Carbon	D-Alanine, 0.3%	D7	0.3362128002	Class C
RS21PM1	Carbon	L-Fucose, 0.3%	D8	0.262872069	Class D
RS21PM1	Carbon	L-Asparagine, 0.2%	D9	0.2866009154	Class D
RS21PM1	Carbon	L-Leucine, 0.3%	D10	0.2867897266	Class D
RS21PM1	Carbon	D-Aspartate, 0.2%	D11	0.2821153422	Class D
RS21PM1	Carbon	Inosine, 0.3%	D12	0.7926805134	Class A
RS21PM1	Carbon	Thymidine, 0.3%	E1	0.4982143579	Class C
RS21PM1	Carbon	Sucrose, 0.3%	E2	0.4259735972	Class C
RS21PM1	Carbon	D-Xylose, 0.3%	E3	0.9270908352	Class A
RS21PM1	Carbon	L-Cysteine, 0.3%	E4	0.3416701329	Class C
RS21PM1	Carbon	Alpha-D-Lactose, 0.3%	E5	0.3128092399	Class D
RS21PM1	Carbon	D-Raffinose, 0.3%	E6	0.3016258626	Class D
RS21PM1	Carbon	D-Asparagine, 0.3%	E7	0.3029861738	Class D
RS21PM1	Carbon	i-Erythritol, 0.3%	E8	0.3940559039	Class C
RS21PM1	Carbon	D-Cysteine, 0.3%	E9	0.280051417	Class D
RS21PM1	Carbon	L-Isoleucine, 0.2%	E10	0.2970639661	Class D
RS21PM1	Carbon	L-Cysteate, 0.3%	E11	0.2758180269	Class D
RS21PM1	Carbon	Adenosine, 0.2%	E12	0.7264917158	Class B
RS21PM1	Carbon	Xylitol, 0.3%	F1	0.4035759649	Class C
RS21PM1	Carbon	L-Glutamine, 0.3%	F2	0.6744605917	Class B
RS21PM1	Carbon	L-Rhamnose, 0.3%	F3	0.6588332913	Class B
RS21PM1	Carbon	Putrescine, 0.3%	F4	0.3053565308	Class D
RS21PM1	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.3623141164	Class C
RS21PM1	Carbon	L-Arabitol, 0.3%	F6	0.4466294514	Class C
RS21PM1	Carbon	D-Glucosamine, 0.3%	F7	0.59004638	Class B
RS21PM1	Carbon	L-Phenylalanine, 0.3%	F8	0.3135991034	Class D
RS21PM1	Carbon	D-Glutamate, 0.2%	F9	0.4135738146	Class C
RS21PM1	Carbon	D-Arabinose, 0.3%	F10	0.440698338	Class C
RS21PM1	Carbon	L-Tryptophan, 0.2%	F11	0.3399115378	Class C
RS21PM1	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.4881915066	Class C
RS21PM1	Nitrogen	Negative Control, 0%	G1	0.3255062671	Class C
RS21PM1	Nitrogen	Tyramine, 0.2%	G2	0.3631036014	Class C
RS21PM1	Nitrogen	Uridine, 0.3%	G3	0.4457417853	Class C
RS21PM1	Nitrogen	Inosine, 0.3%	G4	0.4537158345	Class C
RS21PM1	Nitrogen	Histamine, 0.3%	G5	0.2586755073	Class D
RS21PM1	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.8298981019	Class A
RS21PM1	Nitrogen	Cytidine, 0.3%	G7	1.0328700371	Class A
RS21PM1	Nitrogen	Adenosine, 0.2%	G8	0.8306000641	Class A
RS21PM1	Nitrogen	L-Arginine, 0.2%	G9	0.3760367302	Class C
RS21PM1	Nitrogen	Thiourea, 0.3%	G10	0.2811127254	Class D
RS21PM1	Nitrogen	Biuret, 0.2%	G11	0.34769451	Class C
RS21PM1	Nitrogen	Guanidine, 0.3%	G12	0.8186113699	Class A
RS21PM1	Nitrogen	L-Histidine, 0.3%	H1	0.6795645855	Class B
RS21PM1	Nitrogen	Thymine, 0.2%	H2	0.2598270331	Class D
RS21PM1	Nitrogen	L-Glutathione, 0.2%	H3	0.8702250088	Class A
RS21PM1	Nitrogen	Allantoin, 0.2%	H4	0.7159859386	Class B
RS21PM1	Nitrogen	Adenine, 0.2%	H5	0.4281419001	Class C
RS21PM1	Nitrogen	Glycine, 0.3%	H6	0.3526610485	Class C
RS21PM1	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.2822504849	Class D
RS21PM1	Nitrogen	L-Proline, 0.2%	H8	0.580853138	Class B
RS21PM1	Nitrogen	D-Methionine, 0.2%	H9	0.2463871976	Class D
RS21PM1	Nitrogen	Cytosine, 0.2%	H10	0.2531846492	Class D
RS21PM1	Nitrogen	D-Valine, 0.2%	H11	0.2425603657	Class D
RS21PM1	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.8147242788	Class A
RS22PM1	Carbon	Propionic Acid, 0.3%	A1	0.3862853186	Class C
RS22PM1	Carbon	L-Glutamate, 0.3%	A2	0.7727384017	Class A
RS22PM1	Carbon	D-Glucose, 0.3%	A3	1.123217285	Class A
RS22PM1	Carbon	Potasium Sorbate, 0.3%	A4	0.4112585387	Class C
RS22PM1	Carbon	Lactulose, 0.3%	A5	0.3557949089	Class C
RS22PM1	Carbon	Glycerol, 0.3%	A6	0.9344954556	Class A
RS22PM1	Carbon	Myo-Inositol, 0.3%	A7	0.4319875074	Class C
RS22PM1	Carbon	D-Serine, 0.3%	A8	0.9999998101	Class A
RS22PM1	Carbon	D-Galactose, 0.3%	A9	0.9224592728	Class A
RS22PM1	Carbon	Oxalate, 0.2%	A10	0.2537442064	Class D
RS22PM1	Carbon	Malate, 0.3%	A11	1.1492999147	Class A
RS22PM1	Carbon	L-Methionine, 0.2%	A12	0.3161473712	Class D
RS22PM1	Carbon	Glycine, 0.3%	B1	0.4297559574	Class C
RS22PM1	Carbon	Negative Control, 0%	B2	0.5015441339	Class B
RS22PM1	Carbon	Quinic Acid, 0.3%	B3	0.4872296755	Class C
RS22PM1	Carbon	Sodium Succinate, 0.3%	B4	0.9289642673	Class A
RS22PM1	Carbon	Dulcitol, 0.3%	B5	0.427763285	Class C
RS22PM1	Carbon	Alpha-D-Glucose, 0.3%	B6	1.191816761	Class A
RS22PM1	Carbon	L-Xylose, 0.3%	B7	0.3744318633	Class C
RS22PM1	Carbon	L-Aspartate, 0.2%	B8	0.8006067019	Class A
RS22PM1	Carbon	D-Fructose, 0.3%	B9	0.8021667497	Class A
RS22PM1	Carbon	L-Valine, 0.2%	B10	0.3459228931	Class C
RS22PM1	Carbon	Sodium Pyruvate, 0.3%	B11	1.0114279168	Class A
RS22PM1	Carbon	Lactate, 0.3%	B12	1.0175004707	Class A
RS22PM1	Carbon	Citrate, 0.3%	C1	0.3371404659	Class C
RS22PM1	Carbon	D-Mannose, 0.3%	C2	0.8768616793	Class A
RS22PM1	Carbon	L-Serine, 0.3%	C3	0.9420097567	Class A
RS22PM1	Carbon	D-Salicin, 0.3%	C4	0.6681916691	Class B
RS22PM1	Carbon	D-Cellubiose, 0.3%	C5	0.4752707111	Class C
RS22PM1	Carbon	Adonitol, 0.3%	C6	0.630663715	Class B
RS22PM1	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.5772678202	Class A
RS22PM1	Carbon	L-Sorbose, 0.3%	C8	0.9780819955	Class A
RS22PM1	Carbon	D-Arabitol, 0.3%	C9	0.7498292324	Class B
RS22PM1	Carbon	L-Lysine, 0.3%	C10	0.4083791748	Class C
RS22PM1	Carbon	D-Trehalose, 0.3%	C11	0.9712136332	Class A
RS22PM1	Carbon	Acetate, 0.3%	C12	0.8159128585	Class A
RS22PM1	Carbon	L-Alanine, 0.3%	D1	0.6875984145	Class B
RS22PM1	Carbon	L-Arabinose, 0.3%	D2	1.1228958035	Class A
RS22PM1	Carbon	L-Threonine, 0.3%	D3	0.5134539601	Class B
RS22PM1	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.4279990421	Class C
RS22PM1	Carbon	D-Ribose, 0.3%	D5	1.0314110218	Class A
RS22PM1	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.4564393051	Class C
RS22PM1	Carbon	D-Alanine, 0.3%	D7	0.8052589737	Class A
RS22PM1	Carbon	L-Fucose, 0.3%	D8	0.9886150643	Class A
RS22PM1	Carbon	L-Asparagine, 0.2%	D9	0.9365343449	Class A
RS22PM1	Carbon	L-Leucine, 0.3%	D10	0.4375683069	Class C
RS22PM1	Carbon	D-Aspartate, 0.2%	D11	0.7962486766	Class A
RS22PM1	Carbon	Inosine, 0.3%	D12	1.0850171826	Class A
RS22PM1	Carbon	Thymidine, 0.3%	E1	0.5661677873	Class B
RS22PM1	Carbon	Sucrose, 0.3%	E2	0.5187703667	Class B
RS22PM1	Carbon	D-Xylose, 0.3%	E3	1.0205072544	Class A
RS22PM1	Carbon	L-Cysteine, 0.3%	E4	0.497461168	Class C
RS22PM1	Carbon	Alpha-D-Lactose, 0.3%	E5	0.4763172425	Class C
RS22PM1	Carbon	D-Raffinose, 0.3%	E6	0.482698969	Class C
RS22PM1	Carbon	D-Asparagine, 0.3%	E7	0.4448110294	Class C
RS22PM1	Carbon	i-Erythritol, 0.3%	E8	0.4426387428	Class C
RS22PM1	Carbon	D-Cysteine, 0.3%	E9	0.4196128696	Class C
RS22PM1	Carbon	L-Isoleucine, 0.2%	E10	0.4607650849	Class C
RS22PM1	Carbon	L-Cysteate, 0.3%	E11	0.415445921	Class C
RS22PM1	Carbon	Adenosine, 0.2%	E12	0.9151338745	Class A
RS22PM1	Carbon	Xylitol, 0.3%	F1	0.6245287093	Class B
RS22PM1	Carbon	L-Glutamine, 0.3%	F2	0.9770893633	Class A
RS22PM1	Carbon	L-Rhamnose, 0.3%	F3	1.1052028619	Class A
RS22PM1	Carbon	Putrescine, 0.3%	F4	0.4869346763	Class C
RS22PM1	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.9388234968	Class A
RS22PM1	Carbon	L-Arabitol, 0.3%	F6	0.475610603	Class C
RS22PM1	Carbon	D-Glucosamine, 0.3%	F7	1.208484278	Class A
RS22PM1	Carbon	L-Phenylalanine, 0.3%	F8	0.4829735452	Class C
RS22PM1	Carbon	D-Glutamate, 0.2%	F9	0.438445189	Class C
RS22PM1	Carbon	D-Arabinose, 0.3%	F10	0.9908059572	Class A
RS22PM1	Carbon	L-Tryptophan, 0.2%	F11	0.5219428175	Class B
RS22PM1	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.4157176777	Class C
RS22PM1	Nitrogen	Negative Control, 0%	G1	0.589885378	Class B
RS22PM1	Nitrogen	Tyramine, 0.2%	G2	0.5402732081	Class B
RS22PM1	Nitrogen	Uridine, 0.3%	G3	0.4140703975	Class C
RS22PM1	Nitrogen	Inosine, 0.3%	G4	0.4157763802	Class C
RS22PM1	Nitrogen	Histamine, 0.3%	G5	0.3590978187	Class C
RS22PM1	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.4312240619	Class C
RS22PM1	Nitrogen	Cytidine, 0.3%	G7	1.5124388806	Class A
RS22PM1	Nitrogen	Adenosine, 0.2%	G8	1.0734330739	Class A
RS22PM1	Nitrogen	L-Arginine, 0.2%	G9	1.035690643	Class A
RS22PM1	Nitrogen	Thiourea, 0.3%	G10	0.4298129052	Class C
RS22PM1	Nitrogen	Biuret, 0.2%	G11	0.4631936141	Class C
RS22PM1	Nitrogen	Guanidine, 0.3%	G12	0.3465367171	Class C
RS22PM1	Nitrogen	L-Histidine, 0.3%	H1	0.4973506261	Class C
RS22PM1	Nitrogen	Thymine, 0.2%	H2	0.403673485	Class C
RS22PM1	Nitrogen	L-Glutathione, 0.2%	H3	0.7810801742	Class A
RS22PM1	Nitrogen	Allantoin, 0.2%	H4	0.3976520279	Class C
RS22PM1	Nitrogen	Adenine, 0.2%	H5	0.8462031133	Class A
RS22PM1	Nitrogen	Glycine, 0.3%	H6	0.6315763131	Class B
RS22PM1	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.3828198349	Class C
RS22PM1	Nitrogen	L-Proline, 0.2%	H8	0.5756169166	Class B
RS22PM1	Nitrogen	D-Methionine, 0.2%	H9	0.3904828265	Class C
RS22PM1	Nitrogen	Cytosine, 0.2%	H10	0.6637297887	Class B
RS22PM1	Nitrogen	D-Valine, 0.2%	H11	0.3384778542	Class C
RS22PM1	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.8302133686	Class A
RS28PM1A	Carbon	Propionic Acid, 0.3%	A1	0.4018805173	Class C
RS28PM1A	Carbon	L-Glutamate, 0.3%	A2	0.402406863	Class C
RS28PM1A	Carbon	D-Glucose, 0.3%	A3	0.5621518571	Class B
RS28PM1A	Carbon	Potasium Sorbate, 0.3%	A4	0.2341186007	Class D
RS28PM1A	Carbon	Lactulose, 0.3%	A5	0.2359019399	Class D
RS28PM1A	Carbon	Glycerol, 0.3%	A6	0.5564643994	Class B
RS28PM1A	Carbon	Myo-Inositol, 0.3%	A7	0.5516044078	Class B
RS28PM1A	Carbon	D-Serine, 0.3%	A8	0.2365489626	Class D
RS28PM1A	Carbon	D-Galactose, 0.3%	A9	0.5247215829	Class B
RS28PM1A	Carbon	Oxalate, 0.2%	A10	0.4778950613	Class C
RS28PM1A	Carbon	Malate, 0.3%	A11	0.327766733	Class C
RS28PM1A	Carbon	L-Methionine, 0.2%	A12	0.4210803784	Class C
RS28PM1A	Carbon	Glycine, 0.3%	B1	0.234501366	Class D
RS28PM1A	Carbon	Negative Control, 0%	B2	0.2396238543	Class D
RS28PM1A	Carbon	Quinic Acid, 0.3%	B3	0.2352597368	Class D
RS28PM1A	Carbon	Sodium Succinate, 0.3%	B4	0.6003230284	Class B
RS28PM1A	Carbon	Dulcitol, 0.3%	B5	0.2374612737	Class D
RS28PM1A	Carbon	Alpha-D-Glucose, 0.3%	B6	0.8153531139	Class A
RS28PM1A	Carbon	L-Xylose, 0.3%	B7	0.2347730172	Class D
RS28PM1A	Carbon	L-Aspartate, 0.2%	B8	0.535016762	Class B
RS28PM1A	Carbon	D-Fructose, 0.3%	B9	0.8583632138	Class A
RS28PM1A	Carbon	L-Valine, 0.2%	B10	0.227821914	Class D
RS28PM1A	Carbon	Sodium Pyruvate, 0.3%	B11	0.5675471048	Class B
RS28PM1A	Carbon	Lactate, 0.3%	B12	0.4016244043	Class C
RS28PM1A	Carbon	Citrate, 0.3%	C1	0.3894280046	Class C
RS28PM1A	Carbon	D-Mannose, 0.3%	C2	0.8865755792	Class A
RS28PM1A	Carbon	L-Serine, 0.3%	C3	0.6649356478	Class B
RS28PM1A	Carbon	D-Salicin, 0.3%	C4	0.6476777536	Class B
RS28PM1A	Carbon	D-Cellubiose, 0.3%	C5	0.2388510725	Class D
RS28PM1A	Carbon	Adonitol, 0.3%	C6	0.857532656	Class A
RS28PM1A	Carbon	D-Glucose-6-phosphate, 0.3%	C7	0.8644413216	Class A
RS28PM1A	Carbon	L-Sorbose, 0.3%	C8	0.2366120323	Class D
RS28PM1A	Carbon	D-Arabitol, 0.3%	C9	0.234308439	Class D
RS28PM1A	Carbon	L-Lysine, 0.3%	C10	0.2484890968	Class D
RS28PM1A	Carbon	D-Trehalose, 0.3%	C11	0.8870741021	Class A
RS28PM1A	Carbon	Acetate, 0.3%	C12	0.2826389546	Class D
RS28PM1A	Carbon	L-Alanine, 0.3%	D1	0.3677054549	Class C
RS28PM1A	Carbon	L-Arabinose, 0.3%	D2	0.2408818089	Class D
RS28PM1A	Carbon	L-Threonine, 0.3%	D3	0.2330870616	Class D
RS28PM1A	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.2318048386	Class D
RS28PM1A	Carbon	D-Ribose, 0.3%	D5	0.8120316027	Class A
RS28PM1A	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.2347285153	Class D
RS28PM1A	Carbon	D-Alanine, 0.3%	D7	0.4502457033	Class C
RS28PM1A	Carbon	L-Fucose, 0.3%	D8	0.5021713399	Class B
RS28PM1A	Carbon	L-Asparagine, 0.2%	D9	0.6657238442	Class B
RS28PM1A	Carbon	L-Leucine, 0.3%	D10	0.2523401621	Class D
RS28PM1A	Carbon	D-Aspartate, 0.2%	D11	0.2286384653	Class D
RS28PM1A	Carbon	Inosine, 0.3%	D12	0.7510402028	Class A
